Coaster_Name,Location,Status,Manufacturer,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,Speed_mph,Height_ft,Inversions,Gforce,Cost
Star Wars Hyperspace Mountain,Disneyland Park (Paris),Operating,Vekoma,2017,48.8741,2.7793,Steel,2017-05-07,44.0,,3,,
The Bobs (roller coaster),Riverview Park,Removed,Prior and Church,1924,41.9407,-87.6924,Wood,1924-01-01,50.0,,0,,
Adventure Express,Kings Island,Operating,Arrow Dynamics,1991,39.3445,-84.2648,Steel,1991-04-13,35.0,,0,3.8,4000000.0
Hakugei (roller coaster),Nagashima Spa Land,Operating,Rocky Mountain Construction,1994,35.0303,136.7347,Steel,2019-03-28,66.5,180.4,3,4.0,2800000000.0
Mini Mine Train (Six Flags Over Texas),"Arlington, Texas, U.S.",Operating,,1969,32.7557,-97.0702,Other,,,,0,,
Flashback (Six Flags Magic Mountain),Other,,Intamin,1985,,,Steel,,35.0,,0,3.0,4000000.0
Momonga Standing and Loop Coaster,Yomiuriland,Removed,TOGO,1979,35.6245,139.5193,Steel,1979-01-01,46.6,,1,,
Wild Thing (Valleyfair),Valleyfair,Operating,D. H. Morgan Manufacturing,1996,44.7986,-93.4587,Steel,1996-05-11,75.0,,0,4.1,9500000.0
Road Runner Express (Six Flags Fiesta Texas),Six Flags Fiesta Texas,Operating,Arrow Dynamics,1997,29.5991,-98.613,Steel,1997-05-01,35.0,,0,3.0,
Lightning (roller coaster),Kuwait Entertainment City,Removed,Bolliger & Mabillard,2004,29.3456,47.8182,Steel,2004-01-01,53.0,,5,,
Millennium Roller Coaster,Fantasy Island,Operating,Vekoma,1999,53.192,0.347,Steel,1999-05-22,56.0,,3,,15000000.0
Bizarro (roller coaster),Six Flags Great Adventure,Operating,Bolliger & Mabillard,1999,40.1382,-74.4323,Steel,1999-04-02,61.0,,7,4.0,15000000.0
Runaway Train (roller coaster),Chessington World of Adventures,Operating,Mack Rides,1987,51.3494,-0.318,Steel,1987-06-07,22.4,15.4,0,,300000.0
Sidewinder (Elitch Gardens),Other,,Arrow Dynamics,1995,,,Steel,,45.0,,1,4.0,
Pony Express (roller coaster),Knott's Berry Farm,Operating,Zamperla,2008,33.8429,-118.0013,Steel,2008-05-22,38.0,,0,,
Coney Island Cyclone,"Luna Park, Coney Island",Operating,,1927,40.5742,-73.9778,Other,1927-06-26,60.0,,0,3.75,175000.0
Jack Rabbit (Kennywood),Kennywood,Operating,Harry C. Baker,1920,40.3867,-79.8628,Wood,1920-01-01,45.0,,0,,50000.0
Fury 325,Carowinds,Operating,Bolliger & Mabillard,2015,35.1055,-80.9425,Steel,2015-03-28,95.0,,0,,30000000.0
Dania Beach Hurricane,Boomers!,Removed,"Coaster Works, Inc.",2000,26.054,-80.1603,Wood,2000-11-01,50.0,,0,3.0,17000000.0
Top Thrill Dragster,Cedar Point,Closed,Intamin,2003,41.484,-82.6862,Steel,2003-05-04,120.0,,0,,25000000.0
Thunderbolt (Six Flags New England),Six Flags New England,Operating,Joseph E. Drambour,1941,42.0389,-72.6133,Wood,1941-01-01,40.0,,0,,
Green Lantern (Six Flags Great Adventure),Other,,Bolliger & Mabillard,1997,,,Steel,,63.0,,5,,12000000.0
Space Fantasy – The Ride,Universal Studios Japan,Operating,Mack Rides,2010,34.6653,135.4357,Steel,2010-03-18,,23.0,0,,
Sky Rocket,Kennywood Park,Operating,Premier Rides,2010,40.3864,-79.8647,Steel,2010-06-29,50.0,,3,0.8,
The Swarm (roller coaster),Thorpe Park,Operating,Bolliger & Mabillard,2012,51.4056,-0.5154,Steel,2012-03-15,59.0,126.6,5,4.5,
Alpen Blitz (Parque de la Ciudad),"Argentina, Villa Soldati, Buenos Aires",,,1983,,,Other,,,,0,,
Switchback Railway,Coney Island,Removed,LaMarcus Adna Thompson,1884,40.574,-73.978,Wood,1884-06-16,6.0,,0,2.9,
Bocaraca,Other,,Vekoma,1993,,,Steel,,37.3,,2,,
"Python (Coney Island, Cincinnati, Ohio)",Coney Island,Removed,Pinfari,1999,39.0539,-84.419,Steel,1999-01-01,,,0,,
Iron Gwazi,Busch Gardens Tampa Bay,Under construction,Rocky Mountain Construction,1999,28.0339,-82.4231,Steel,,76.0,,2,,
Krake,Heide Park,Operating,Bolliger & Mabillard,2011,53.0247,9.879,Steel,2011-04-16,64.0,134.5,1,,12000000.0
Fønix (roller coaster),Fårup Sommerland,Under construction,Vekoma,2022,,,Steel,,59.0,,3,4.1,100000000.0
Sprocket Rockets,Six Flags Great America,Operating,Vekoma,1998,42.3669,-87.9311,Steel,1998-01-01,21.7,,0,,
Tonnerre de Zeus,Parc Astérix,Operating,Custom Coasters International,1997,49.1314,2.5739,Wood,1997-01-01,52.0,,0,,
Cobra (PowerPark),PowerPark,Operating,Vekoma,2005,63.2298,22.8587,Steel,2005-01-01,47.0,,3,5.2,
Shaman (roller coaster),Gardaland,Operating,Vekoma,1985,45.4567,10.7072,Steel,1985-01-01,43.5,,4,,
FireChaser Express,Dollywood,Operating,Gerstlauer,2014,35.7947,-83.5301,Steel,2014-03-22,34.5,,0,,15000000.0
The Voyage (roller coaster),Holiday World & Splashin' Safari,Operating,The Gravity Group,2006,38.1213,-86.9115,Wood,2006-05-06,67.0,,0,,6500000.0
Flashback (Six Flags New England),Other,,Vekoma,1990,,,Steel,,47.0,,3,5.2,
Hoot N Holler,Six Flags Darien Lake,Operating,Zierer,1981,42.9272,-78.3823,Steel,1981-01-01,16.2,,0,,
Maxx Force,Six Flags Great America,Operating,S&S - Sansei Technologies,2019,,,Steel,2019-07-04,78.0,,5,4.5,15000000.0
Big Grizzly Mountain Runaway Mine Cars,Hong Kong Disneyland,Under Maintenance,Vekoma,2012,22.3102,114.0425,Steel,2012-07-14,44.7,,0,,
Apocalypse: The Ride,Six Flags Magic Mountain,Operating,Great Coasters International,2009,34.4213,-118.5998,Wood,2009-05-23,50.1,,0,,10000000.0
Runaway Mountain,"Arlington, Texas, U.S.",Operating,,1996,32.7557,-97.0702,Other,,,,0,,
Eureka Mountain Mine Ride,Dreamworld,Removed,HyFab,1986,-27.8626,153.3158,Steel,1986-12-11,29.8,39.4,0,,
Speed Monster,TusenFryd,Operating,Intamin,2006,59.7482,10.777,Steel,2006-04-23,55.9,,3,4.0,7500000.0
Wilde Beast,Canada's Wonderland,Operating,Taft Broadcasting Company,1981,43.8441,-79.5432,Wood,1981-01-01,55.9,82.0,0,,1.2
Hurler (roller coaster),Other,,"International Coasters, Inc.",1994,,,Wood,,50.0,,0,4.1,
Superman: Ultimate Flight (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Premier Rides,2012,38.1386,-122.231,Steel,2012-06-30,62.0,,1,,6000000.0
Doo Wopper,Morey's Piers,Operating,Zamperla,1998,38.9892,-74.803,Steel,1998-08-07,,,0,,
The Boss (roller coaster),Six Flags St. Louis,Operating,Custom Coasters International,2000,38.5161,-90.6789,Wood,2000-04-29,66.3,,0,,
Python (Busch Gardens Tampa Bay),Busch Gardens Tampa Bay,Removed,Arrow Development,1976,28.039,-82.4251,Steel,1976-07-01,40.0,,2,,2000000.0
Jaguar!,Knott's Berry Farm,Operating,Zierer,1995,33.8458,-117.9992,Steel,1995-06-17,35.0,,0,,10000000.0
Hurricane: Category 5,Myrtle Beach Pavilion,Removed,Custom Coasters International,2000,33.6918,-78.8817,Wood,2000-05-06,55.0,,0,3.0,6000000.0
The Joker (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Rocky Mountain Construction,2016,,,Other,2016-05-29,53.0,,3,,
Prowler (roller coaster),Worlds of Fun,Operating,Great Coasters International,2009,39.1744,-94.4837,Wood,2009-05-02,51.2,,0,,8000000.0
Runaway Tram,Morey's Piers,Operating,Zierer,2019,38.9894,-74.8034,Steel,2019-08-09,28.6,,0,,4000000.0
Escape from Madagascar,Dreamworld,Operating,Vekoma,2002,-27.8639,153.3169,Steel,2002-12-26,26.0,48.9,0,2.2,
Nightmare at Crack Axle Canyon,Other,,Anton Schwarzkopf,1999,,,Steel,,31.0,,0,,
Van Helsing's Factory,Movie Park Germany,Operating,Gerstlauer,2011,51.6221,6.9752,Steel,2011-06-18,22.4,26.2,0,4.0,5000000.0
Roar-o-Saurus,Story Land,Operating,The Gravity Group,2014,44.1161,-71.1828,Wood,2014-05-24,33.0,,0,,
Dragon Fyre,Canada's Wonderland,Operating,Arrow Dynamics,1981,43.8445,-79.5407,Steel,1981-01-01,49.7,78.1,4,,
Superman: Krypton Coaster,Six Flags Fiesta Texas,Operating,Bolliger & Mabillard,2000,29.5952,-98.61,Steel,2000-03-11,70.0,,6,3.8,20000000.0
Wolverine Wildcat,Michigan's Adventure,Operating,Dinn Corporation,1988,43.3436,-86.2775,Wood,1988-05-18,55.0,,0,,
Tatsu,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,2006,34.4219,-118.5975,Steel,2006-05-13,62.0,,4,,21000000.0
Lost Gravity (roller coaster),Walibi Holland,Operating,Mack Rides,2016,52.4424,5.7663,Steel,2016-03-24,54.1,105.0,2,4.3,
Bandit (Yomiuriland),Yomiuriland,Operating,TOGO,1988,35.6255,139.5181,Steel,1988-03-01,68.3,,0,,
Hollywood Dream – The Ride,Universal Studios Japan,Operating,Bolliger & Mabillard,2007,34.6666,135.4338,Steel,2007-03-09,55.9,144.4,0,,50000000.0
Jack Rabbit (Clementon Park),Clementon Park,Removed,Philadelphia Toboggan Coasters,1919,39.8041,-74.9844,Wood,1919-01-01,,,0,,
Speed of Sound (roller coaster),Walibi Holland,Operating,Vekoma,2000,52.4406,5.7681,Steel,2000-04-22,47.0,,3,5.2,
Thunderbird (PowerPark),PowerPark,Operating,Great Coasters International,2006,63.2306,22.8579,Wood,2006-04-29,48.0,,0,,
The Grizzly,California's Great America,Operating,Kings Island,1986,37.393,-121.9714,Wood,1986-01-01,55.0,,0,,
Storm Chaser (Paultons Park),Paultons Park,Operating,Mack Rides,2021,50.949,-1.5505,Steel,2021-04-12,,,0,,
Crystal Wing,Happy Valley Beijing,Operating,Bolliger & Mabillard,2006,39.866,116.4885,Steel,2006-07-09,51.0,,2,,
Mystic Timbers,Kings Island,Operating,Great Coasters International,2017,,,Wood,2017-04-15,53.0,,0,,15000000.0
Bandit (Movie Park Germany),Movie Park Germany,Operating,Roller Coaster Corporation of America,1999,51.6242,6.9754,Wood,1999-01-01,49.7,91.2,0,,
Monster (Gröna Lund),Gröna Lund,Operating,Bolliger & Mabillard,2021,59.3239,18.0961,Steel,2021-06-02,55.9,,3,4.5,450000000.0
Spider (roller coaster),Lagoon,Operating,Maurer AG,2003,40.9844,-111.895,Steel,2003-04-01,37.3,,0,,3000000.0
HangTime (roller coaster),Knott's Berry Farm,Operating,Gerstlauer,2018,33.8448,-118.0015,Steel,2018-05-18,57.0,,5,,
Pipeline Express,Boardwalk Fun Park,Removed,"Bailey Rides, Inc.",1992,32.761,-96.997,Steel,1992-07-23,15.0,,0,,450000.0
Krampus Expédition,Nigloland,Operating,Mack Rides,2021,-48.2617,4.6142,Steel,2021-06-12,49.0,,0,3.5,12000000.0
Matterhorn Bobsleds,Other,Operating,Arrow Development,1959,,,Steel,1959-06-14,27.0,,0,,
Escape of Novgorod,Hansa-Park,Operating,Gerstlauer,2009,54.0744,10.7814,Steel,2009-04-09,62.1,131.2,1,4.3,
Wildcat (Frontier City),Other,,National Amusement Devices,1991,,,Wood,,46.0,,0,,2000000.0
Aquaman: Power Wave,Six Flags Over Texas,Under construction,Mack Rides,2022,32.756,-97.071,Steel,2022-01-01,62.1,,0,,
Hornet (roller coaster),Other,,Vekoma,2009,,,Steel,,,,0,,
Avalancha (roller coaster),Xetulul Theme Park,Operating,Intamin,2002,,,Steel,2002-01-01,54.7,,8,,
Screamin' Demon,Other,,Arrow Dynamics,1977,,,Steel,,45.0,,1,4.0,
Formule X,Drievliet Family Park,Operating,Maurer AG,2007,52.0544,4.3496,Steel,2007-04-06,45.0,,2,,
Swiss Bob,Efteling,Removed,Intamin,1985,51.648,5.0474,Steel,1985-04-04,37.3,,0,,
Shuttle Loop,Other,Discontinued,Anton Schwarzkopf,1977,,,Other,,,,2,,
El Toro (Freizeitpark Plohn),Freizeitpark Plohn,Operating,Great Coasters International,2009,50.566,12.401,Wood,2009-04-10,45.6,80.4,0,,
Mild Thing,Valleyfair,Removed,Allan Herschell Company,1976,44.7996,-93.4575,Steel,1976-01-01,,,0,,
Goofy's Sky School,Disney California Adventure,Operating,Mack Rides,2001,33.8063,-117.923,Steel,2001-02-08,27.0,,0,,
Superman Escape,Warner Bros. Movie World,Operating,Intamin,2005,-27.908,153.3125,Steel,2005-12-26,62.1,131.2,0,4.2,16000000.0
Giant Dipper,Santa Cruz Beach Boardwalk,Operating,Arthur Looff,1924,36.9647,-122.0153,Wood,1924-05-17,55.0,,0,,50000.0
Orient Express (roller coaster),Worlds of Fun,Removed,Arrow Dynamics,1980,39.1761,-94.4883,Steel,1980-04-04,50.0,,4,3.5,
Wildfire (Kolmården Wildlife Park),Kolmården Wildlife Park,Operating,Rocky Mountain Construction,2016,58.6653,16.4664,Wood,2016-06-28,71.5,183.7,3,4.0,110000000.0
Great Chase (Six Flags America),Six Flags America,Operating,Zamperla,1999,38.9075,-76.772,Steel,1999-01-01,11.0,,0,,
Boomerang (Six Flags St. Louis),Other,,Vekoma,2013,,,Steel,,47.0,,3,5.2,
Viper (Six Flags Darien Lake),Six Flags Darien Lake,Operating,Arrow Dynamics,1982,42.9283,-78.3817,Steel,1982-05-29,50.0,,5,,6500000.0
Mad Mouse (Valleyfair),Valleyfair,Operating,Arrow Dynamics,1999,44.7999,-93.4591,Steel,1999-05-08,30.0,,0,,
Sand Serpent,Other,,Mack Rides,2004,,,Steel,,28.0,,0,,
Goliath (Six Flags Fiesta Texas),Other,,Bolliger & Mabillard,2008,,,Steel,,50.0,,5,4.0,
Star Jet,Casino Pier,Removed,E&F Miler Industries,2002,39.9428,-74.0683,Steel,2002-01-01,,,0,,
Mako (roller coaster),SeaWorld Orlando,Operating,Bolliger & Mabillard,2016,28.4095,-81.4591,Steel,2016-06-10,73.0,,0,,
Triops (roller coaster),Other,In Production,Vekoma,2012,,,Other,,50.0,,3,,
Stunt Pilot (roller coaster),Silverwood Theme Park,Operating,Rocky Mountain Construction,2021,47.9065,-116.708,Steel,2021-05-29,52.0,,3,,
The Joker Funhouse Coaster,Six Flags Over Georgia,Operating,Chance Manufacturing,2004,33.7678,-84.551,Steel,2004-09-04,30.0,,0,,
Thirteen (roller coaster),Alton Towers,Operating,Intamin,2010,52.9847,-1.8904,Steel,2010-03-20,42.0,,0,3.2,15000000.0
Wicked Cyclone,Six Flags New England,Operating,Rocky Mountain Construction,2015,42.0403,-72.6156,Steel,2015-05-24,55.0,,3,,10000000.0
Nemesis Inferno,Thorpe Park,Operating,Bolliger & Mabillard,2003,51.4035,-0.5164,Steel,2003-04-05,49.7,95.1,4,5.0,8000000.0
Guardians of the Galaxy: Cosmic Rewind,Epcot,Under construction,Vekoma,2022,,,Steel,2022-01-01,,,0,,
Big Thunder Mountain Railroad,Other,,"Arrow Development (California and Florida)Dynamic Structures (2014 California rebuild)Vekoma (Paris, Tokyo)",1979,,,Steel,,35.0,,0,,
Eejanaika (roller coaster),Fuji-Q Highland,Operating,S&S Arrow,2006,35.4884,138.7808,Steel,2006-07-19,78.3,,3,,3500000000.0
Zadra (roller coaster),Energylandia,Operating,Rocky Mountain Construction,2019,50.0019,19.4031,Other,2019-08-22,75.2,206.0,3,4.0,
RC-48,Morey's Piers,Removed,Pinfari,2000,38.9888,-74.8023,Steel,2000-01-01,,,0,,
Mr. Freeze (roller coaster),Other,,Premier Rides,1998,,,Steel,,70.0,,2,4.0,10000000.0
Limit (roller coaster),Heide Park,Operating,Vekoma,1999,53.026,9.8818,Steel,1999-01-01,49.7,,5,,
Laff Trakk,Hersheypark,Operating,Maurer AG,2015,40.2935,-76.6551,Steel,2015-05-23,40.0,,0,,14000000.0
Thunderbolt (Savin Rock),Savin Rock,Removed,Traver Engineering,1925,41.257,-72.95,Wood,1925-05-05,,,0,,
Lightning Racer,Other,Operating,Great Coasters International,2000,40.2929,-76.6532,Wood,2000-05-13,51.0,,0,3.6,12500000.0
Lil' Thunder,Six Flags Great Adventure,Removed,Molina & Sons,1976,40.138,-74.44,Steel,1976-01-01,5.0,,0,,
California Screamin',Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,,60000000.0
Wild Mouse (Lagoon),Lagoon Amusement Park,Operating,Maurer AG,1998,40.9839,-111.8945,Steel,1998-04-10,28.0,,0,,
The Riddler's Revenge,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,1998,34.4245,-118.6006,Steel,1998-04-04,65.0,,6,4.2,14000000.0
Flying Aces (roller coaster),Ferrari World Abu Dhabi,Operating,Intamin,2016,,,Steel,2016-02-24,74.6,206.7,1,5.0,
Cobra's Curse,Busch Gardens Tampa Bay,Operating,Mack Rides,2016,,,Steel,2016-06-17,40.0,,0,,
Black Mamba (roller coaster),Phantasialand,Operating,Bolliger & Mabillard,2006,50.7986,6.8803,Steel,2006-05-24,49.7,,4,4.0,
Fairly Odd Coaster (Kings Island),Kings Island,Operating,Philadelphia Toboggan Coasters,2006,39.3432,-84.2693,Wood,1972-01-01,35.0,,0,,
Pégase Express,Parc Astérix,Operating,Gerstlauer,2017,49.1336,2.5737,Steel,2017-06-11,32.3,,0,,16000000.0
Wild Cat (Hersheypark),Hersheypark,Removed,Philadelphia Toboggan Coasters,1923,40.2882,-76.6535,Wood,1923-06-16,,,0,,50000.0
The Joker's Jinx,Six Flags America,Operating,Premier Rides,1999,38.91,-76.776,Steel,1999-05-08,60.0,,4,4.5,10000000.0
Storm Coaster,Sea World (Australia),Operating,Mack Rides,2013,-27.9563,153.4258,Steel,2013-12-06,43.5,91.9,0,3.0,20000000.0
Roller Skater (roller coaster),Kentucky Kingdom,Operating,Vekoma,1994,38.1967,-85.7476,Steel,1994-04-15,21.7,,0,,1200000.0
Sea Serpent (Morey's Piers),Morey's Piers,Operating,Vekoma,1984,38.9858,-74.8097,Steel,1984-01-01,47.0,,3,5.2,1500000.0
Montaña Suiza,Monte Igueldo Amusement Park,Operating,,1928,43.3207,-2.0107,Other,1928-01-01,31.0,,0,,
Rage (roller coaster),Adventure Island,Operating,Gerstlauer,2007,51.5325,0.7167,Steel,2007-02-10,43.5,,3,4.5,
The Bat (Kings Island; opened 1981),Kings Island,Removed,Arrow Development,1981,39.3408,-84.2646,Steel,1981-04-26,34.0,,0,,3800000.0
Super Manège,La Ronde,Removed,Vekoma,1981,45.5238,-73.5325,Steel,1981-01-01,39.8,75.5,2,,
Dragon (Adventureland),Adventureland (Iowa),Removed,Hopkins Rides,1990,41.6504,-93.5014,Steel,1990-05-12,55.0,,2,4.5,2100000.0
American Dreier Looping,Other,,Anton Schwarzkopf,1997,,,Steel,,53.0,,3,4.7,
Alpina Blitz,Nigloland,Operating,Mack Rides,2014,48.2617,4.6149,Steel,2014-04-12,51.6,108.3,0,4.3,8000000.0
Greased Lightnin' (Six Flags Discovery Kingdom),Other,Discontinued,Anton Schwarzkopf,2003,,,Other,,,,2,,
Thunder Run (Kentucky Kingdom),Kentucky Kingdom,Operating,Dinn Corporation,1990,38.1956,-85.7475,Wood,1990-08-01,53.0,,0,,
Wildcat (Hersheypark),Hersheypark,Operating,Great Coasters International,1996,40.2925,-76.6558,Wood,1996-05-26,50.0,,0,3.5,5000000.0
Fujiyama (roller coaster),Fuji-Q Highland,Operating,TOGO,1996,35.4859,138.777,Steel,1996-07-01,81.0,,0,3.5,40000000.0
Wild Kitty,Other,,Allan Herschell Company,2013,,,Steel,,,,0,,
White Lightning (roller coaster),Fun Spot America,Operating,Great Coasters International,2013,28.4662,-81.4564,Wood,2013-06-07,44.3,,0,,3500000.0
Goliath (Walibi Holland),Walibi Holland,Operating,Intamin,2002,52.4386,5.7614,Steel,2002-03-29,65.9,154.8,0,,
Alpenexpress Enzian,Europa-Park,Operating,Mack Rides,1984,,,Steel,1984-01-01,28.0,19.7,0,,
Time Warp (roller coaster),Canada's Wonderland,Operating,Zamperla,2004,43.8408,-79.5396,Steel,2004-05-02,25.7,50.2,2,,
Runaway Mine Train (Alton Towers),Alton Towers,Operating,Mack Rides,1992,52.9897,-1.8856,Steel,1992-03-21,22.4,,0,2.4,1000000.0
Galaxy Orbiter,Galaxyland,Operating,Gerstlauer,2007,53.5236,-113.6211,Steel,2007-07-17,24.9,147.6,0,3.26,
GateKeeper (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,2013,41.4806,-82.679,Steel,2013-05-11,67.0,,6,4.0,30000000.0
Tom & Jerry (roller coaster),Parque Warner Madrid,Operating,Zierer,2002,40.2298,-3.5961,Steel,2002-04-06,22.0,,0,,
Tower of Terror II,Dreamworld,Removed,Intamin,1997,-27.8641,153.3174,Steel,1997-01-23,100.0,377.3,0,4.5,16000000.0
Judge Roy Scream,Six Flags Over Texas,Operating,William Cobb & Associates,1980,32.7554,-97.0673,Wood,1980-03-01,45.0,,0,4.0,2100000.0
High Roller (Valleyfair),Valleyfair,Operating,Rauenhorst Corporation,1976,44.8006,-93.4578,Wood,1976-01-01,50.0,,0,3.2,
Dr. Diabolical’s Cliffhanger,Six Flags Fiesta Texas,Under construction,Bolliger & Mabillard,2022,,,Steel,2022-01-01,60.0,,2,,
Polar X-plorer,Legoland Billund,Operating,Zierer,2012,55.737,9.1218,Steel,2012-04-29,40.4,65.6,0,,
Giant Coaster (Fuji-Q Highland),Fuji-Q Highland,Removed,Sansei Technologies,1966,35.487,138.78,Steel,1966-01-01,49.7,131.2,0,,
Hades 360,Mt. Olympus Water & Theme Park,Operating,The Gravity Group,2005,43.617,-89.7893,Wood,2013-05-14,60.0,,1,3.5,
Wicker Man (roller coaster),Alton Towers,Operating,Great Coasters International,2018,52.9889,-1.8886,Wood,2018-03-20,43.6,,0,,16000000.0
Gold Striker,California's Great America,Operating,Great Coasters International,2013,37.3967,-121.9749,Wood,2013-05-31,53.7,,0,4.2,10000000.0
King Cobra (roller coaster),Kings Island,Removed,TOGO,1984,39.345,-84.2659,Steel,1984-04-22,50.0,,1,,3000000.0
Mindbender (Galaxyland),Galaxyland,closed for maintenance as of july 30 no reopening date known,Anton Schwarzkopf,1985,53.5236,-113.6203,Steel,1985-12-20,60.0,145.0,3,5.2,6000000.0
Wile E. Coyote's Grand Canyon Blaster,"Arlington, Texas, U.S.",Operating,,2001,32.7557,-97.0702,Other,,,,0,,
New Texas Giant,Six Flags Over Texas,Operating,Rocky Mountain Construction,2011,32.7564,-97.0731,Steel,2011-04-22,65.0,,0,4.2,10000000.0
Mini-Comet,Hersheypark,Removed,B.A. Schiff & Associates,1974,40.288,-76.657,Steel,1974-05-10,,15.0,0,,
Takabisha,Fuji-Q Highland,Operating,Gerstlauer,2011,35.4853,138.78,Steel,2011-07-16,62.1,141.1,7,,
Puss in Boots' Giant Journey,Universal Studios Singapore,Operating,Zamperla,2015,1.2545,103.8245,Steel,2015-04-08,,55.8,0,,
Raptor (Cedar Point),Cedar Point,Operating,Bolliger & Mabillard,1994,41.479,-82.6818,Steel,1994-05-07,57.0,,6,,11500000.0
Objectif Mars,Futuroscope,Operating,Intamin,2020,46.6718,0.3703,Steel,2020-06-13,34.2,,0,,22000000.0
Fury (roller coaster),Bobbejaanland,Operating,Gerstlauer,2019,51.1993,4.909,Steel,2019-06-24,66.2,141.1,2,,
The Beastie (Kings Island),Kings Island,Operating,Philadelphia Toboggan Coasters,1980,39.3432,-84.2693,Wood,1972-01-01,35.0,,0,,
X-Coaster,Magic Springs and Crystal Falls,Operating,Maurer AG,2006,34.5179,-93.0151,Steel,2006-05-27,65.0,,0,,4000000.0
Steel Dragon (Waldameer),Waldameer Park,Operating,Maurer AG,2004,42.1081,-80.1589,Steel,2004-07-02,37.3,,0,,4000000.0
BomBora (Lagoon),Lagoon,Operating,Lagoon,2011,40.9855,-111.8923,Steel,2011-04-02,31.0,,0,,
Steel Dragon 2000,Nagashima Spa Land,Operating,D. H. Morgan Manufacturing,2000,35.0312,136.7301,Steel,2000-08-01,95.0,318.2,0,,52000000.0
Avalanche (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Operating,Mack Rides,1988,53.7901,-3.0559,Steel,1988-06-22,45.0,,0,,2500000.0
Airplane Coaster,Playland,Removed,Frank W. Darling,1928,40.9658,-73.6739,Wood,1928-05-26,40.0,,0,,200000.0
Woodstock's Express (California's Great America),Other,,Intamin,1987,40.5793,-75.5326,Steel,,,,0,,
Dragonfly (roller coaster),Duinrell,Operating,Gerstlauer,2012,52.1472,4.3785,Steel,2012-03-31,31.1,49.2,0,2.9,
GhostRider (roller coaster),Knott's Berry Farm,Operating,Custom Coasters International,1998,33.8426,-117.9981,Wood,1998-12-08,56.0,,0,3.1,
Excalibur (Valleyfair),Valleyfair,Operating,Arrow Dynamics,1989,44.7995,-93.462,Steel,1989-01-01,54.5,,0,3.6,3000000.0
Medusa Steel Coaster,Six Flags México,Operating,Rocky Mountain Construction,2014,19.2945,-99.2112,Steel,2014-06-14,58.0,,3,,
Monte Makaya,Terra Encantada,Removed,Intamin,1998,-22.9853,-43.3644,Steel,1998-01-16,50.0,,8,,
Ednör – L'Attaque,Other,,Vekoma,2010,,,Steel,,49.7,,5,3.1,10000000.0
The Joker (Six Flags Great Adventure),Other,,S&S – Sansei Technologies,2016,,,Steel,,38.0,,6,,
Typhoon (Bobbejaanland),Bobbejaanland,Operating,Gerstlauer,2004,51.1997,4.9055,Steel,2004-04-10,49.7,84.3,4,5.0,5000000.0
Candymonium,Hersheypark,Operating,Bolliger & Mabillard,2020,40.2863,-76.659,Steel,2020-07-03,76.0,,0,,
Parrot Coaster,Chime-Long Ocean Kingdom,Operating,Bolliger & Mabillard,2014,22.1016,113.529,Steel,2014-01-25,67.0,,3,,
Montu (roller coaster),Busch Gardens Tampa Bay,Operating,Bolliger & Mabillard,1996,28.0347,-82.4175,Steel,1996-05-16,60.0,,7,3.8,20000000.0
Screamin' Eagle,Six Flags St. Louis,Operating,Philadelphia Toboggan Coasters,1976,38.5164,-90.6761,Wood,1976-04-10,62.0,,0,,3000000.0
Goliath (Six Flags New England),Other,,Vekoma,2012,,,Steel,,65.6,,3,4.5,
Le Monstre,Other,Operating,Martin & Vleminckx,1985,45.525,-73.5333,Wood,1985-07-20,59.7,,0,,
Little Dipper (Six Flags Great America),Other,,Philadelphia Toboggan Coasters,1950,,,Wood,,25.0,,0,,
Untamed (roller coaster),Canobie Lake Park,Operating,Gerstlauer,2011,42.7962,-71.249,Steel,2011-06-11,44.0,,3,4.5,
Revolution (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Operating,Arrow Development,1979,53.7899,-3.0551,Steel,1979-01-01,45.0,,2,4.0,1000000.0
Thunderbolt (Celebration City),Other,,S&MC,1999,,,Steel,,34.0,,0,,800000.0
Batman: Arkham Asylum (roller coaster),Parque Warner Madrid,Operating,Bolliger & Mabillard,2002,40.2282,-3.5924,Steel,2002-04-06,49.7,,5,4.9,
Vuoristorata,Linnanmäki,Operating,"Linnanmäki, led by Svend Jarlström",1951,60.1886,24.9417,Wood,1951-07-13,37.3,78.7,0,,48000000.0
Flying Dutchman Gold Mine,Other,,Mack Rides,2000,,,Steel,,28.0,45.9,0,,
Cyclone (Revere Beach),Revere Beach,Removed,Traver Engineering,1925,42.42,-70.986,Wood,1925-01-01,45.0,,0,,125000.0
Thunderhawk (Dorney Park),Dorney Park & Wildwater Kingdom,Operating,Philadelphia Toboggan Coasters,1924,40.5798,-75.5355,Wood,1924-03-30,45.0,,0,,
