Coaster_Name,Location,Status,Manufacturer,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,Speed_mph,Height_ft,Inversions,Gforce,Cost
Twisted Typhoon,Wild Adventures,Operating,Vekoma,1999,30.7181,-83.3243,Steel,1999-05-08,49.7,,5,,
Sandy's Blasting Bronco,Nickelodeon Universe,Operating,Intamin,2020,40.8056,-74.071,Steel,2020-10-01,47.8,,4,,
Iron Rattler,Six Flags Fiesta Texas,Operating,Rocky Mountain Construction,2013,,,Steel,2013-05-25,70.0,,1,,10000000.0
Dragon Express,Adventure World,Operating,Zamperla,2003,-32.097,115.8181,Steel,2003-09-27,,13.1,0,,
Apollo's Chariot,Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,1999,37.2348,-76.6413,Steel,1999-03-30,73.0,,0,4.1,20000000.0
The Joker (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Rocky Mountain Construction,2016,,,Other,2016-05-29,53.0,,3,,
Wonder Woman Golden Lasso Coaster,Six Flags Fiesta Texas,Operating,Rocky Mountain Construction,2018,29.5951,-98.6085,Steel,2018-05-12,52.0,,3,,
Speed Monster,TusenFryd,Operating,Intamin,2006,59.7482,10.777,Steel,2006-04-23,55.9,,3,4.0,7500000.0
Zoomerang (Lake Compounce),Lake Compounce,Operating,Vekoma,1997,41.643,-72.9229,Steel,1997-06-27,47.0,,3,5.2,
Muntanya Russa (Tibidabo Amusement Park),Tibidabo Amusement Park,Operating,Vekoma,2008,41.4228,2.1198,Steel,2008-12-23,49.7,,0,3.5,
Condor (roller coaster),Walibi Holland,Operating,Vekoma,1994,52.4404,5.7615,Steel,1994-05-01,49.7,101.7,5,4.5,
Accelerator (roller coaster),Drayton Manor,Operating,Vekoma,2011,52.6108,-1.7134,Steel,2011-04-21,37.3,65.6,0,3.0,2100000.0
Wildfire (Silver Dollar City),Silver Dollar City,Operating,Bolliger & Mabillard,2001,36.6686,-93.3425,Steel,2001-04-04,66.0,,5,3.6,14000000.0
Montu (roller coaster),Busch Gardens Tampa Bay,Operating,Bolliger & Mabillard,1996,28.0347,-82.4175,Steel,1996-05-16,60.0,,7,3.8,20000000.0
Vortex (Carowinds),Carowinds,Operating,Bolliger & Mabillard,1992,35.1036,-80.9416,Steel,1992-03-14,50.0,,2,,5500000.0
Kraken (roller coaster),SeaWorld Orlando,Operating,Bolliger & Mabillard,2000,28.4111,-81.4583,Steel,2000-06-01,65.0,,7,3.9,
Rattlesnake (roller coaster),Chessington World of Adventures,Operating,Maurer AG,1998,51.3487,-0.3178,Steel,1998-01-01,28.0,,0,,
Thunder Run (Canada's Wonderland),Canada's Wonderland,Operating,Mack Rides,1981,43.8427,-79.5423,Steel,1981-05-23,39.8,32.8,0,,2.7
Tornado (Adventureland),Adventureland (Iowa),Operating,Frontier Construction Company,1978,41.6515,-93.5025,Wood,1978-07-04,58.0,,0,,
GhostRider (roller coaster),Knott's Berry Farm,Operating,Custom Coasters International,1998,33.8426,-117.9981,Wood,1998-12-08,56.0,,0,3.1,
Sea Serpent (Morey's Piers),Morey's Piers,Operating,Vekoma,1984,38.9858,-74.8097,Steel,1984-01-01,47.0,,3,5.2,1500000.0
Colorado Adventure,Phantasialand,Operating,Vekoma,1996,50.7987,6.8815,Steel,1996-05-11,31.1,,0,,
Storm Runner,Hersheypark,Operating,Intamin,2004,40.2897,-76.6536,Steel,2004-05-08,75.0,,3,5.0,12500000.0
Diving Machine G5,Janfusun Fancyworld,Operating,Bolliger & Mabillard,2000,23.6181,120.5772,Steel,2000-03-29,68.3,,0,5.0,
Galaxy Orbiter,Galaxyland,Operating,Gerstlauer,2007,53.5236,-113.6211,Steel,2007-07-17,24.9,147.6,0,3.26,
Runaway Mine Train (Six Flags Over Texas),Six Flags Over Texas,Operating,Arrow Development,1966,32.7585,-97.0685,Steel,1966-07-23,35.0,,0,,1000000.0
Ghoster Coaster (Canada's Wonderland),Canada's Wonderland,Operating,Taft Broadcasting,1981,43.8438,-79.546,Wood,1981-05-23,34.8,41.0,0,,
Thunderation,Silver Dollar City,Operating,Arrow Dynamics,1993,36.6684,-93.3379,Steel,1993-04-10,48.0,,0,,
Steel Phantom,Kennywood,Operating,D. H. Morgan Manufacturing,1991,40.389,-79.866,Steel,1991-05-10,85.0,,0,3.5,4600000.0
Acrobat (roller coaster),Nagashima Spa Land,Operating,Bolliger & Mabillard,2015,,,Steel,2015-07-18,55.9,,4,,
Wonder Mountain's Guardian,Canada's Wonderland,Operating,Art Engineering,2014,43.84,-79.54,Steel,2014-05-24,,60.0,0,,10000000.0
Batman: The Dark Knight (roller coaster),Six Flags New England,Operating,Bolliger & Mabillard,2002,42.0353,-72.6131,Steel,2002-04-20,55.0,,5,,9500000.0
Thunderhawk (Dorney Park),Dorney Park & Wildwater Kingdom,Operating,Philadelphia Toboggan Coasters,1924,40.5798,-75.5355,Wood,1924-03-30,45.0,,0,,
Big Apple Coaster,New York-New York Hotel and Casino,Operating,TOGO,1997,36.1019,-115.1736,Steel,1997-01-03,67.0,,2,,25000000.0
Bandit (Movie Park Germany),Movie Park Germany,Operating,Roller Coaster Corporation of America,1999,51.6242,6.9754,Wood,1999-01-01,49.7,91.2,0,,
Jetline,Gröna Lund,Operating,Anton Schwarzkopf,1988,59.3231,18.0956,Steel,1988-01-01,55.9,,0,4.5,
Tonnerre de Zeus,Parc Astérix,Operating,Custom Coasters International,1997,49.1314,2.5739,Wood,1997-01-01,52.0,,0,,
SooperDooperLooper,Hersheypark,Operating,Anton Schwarzkopf,1977,40.2864,-76.6536,Steel,1977-07-04,45.0,,1,,3000000.0
Screamin' Eagle,Six Flags St. Louis,Operating,Philadelphia Toboggan Coasters,1976,38.5164,-90.6761,Wood,1976-04-10,62.0,,0,,3000000.0
Coast Rider,Knott's Berry Farm,Operating,Mack Rides,2013,33.845,-118.0019,Steel,2013-05-25,,,0,,
Lightning Run,Kentucky Kingdom,Operating,Chance Rides,2014,38.1965,-85.744,Other,2014-05-24,55.0,,0,,
Wonder Woman Coaster,Six Flags Mexico,Operating,S&S – Sansei Technologies,2018,19.2935,-99.2058,Steel,2018-06-01,38.0,,6,,
Red Force (roller coaster),Ferrari Land,Operating,Intamin,2017,,,Steel,2017-04-07,111.8,367.5,0,,
Freedom Flyer,Fun Spot America,Operating,Vekoma,2013,28.4662,-81.4561,Steel,2013-06-08,34.2,,0,2.5,
Hurricane (Fun Spot America),"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,,2019,28.3303,-81.5147,Other,,,,0,,
Tornado (Parque de Atracciones de Madrid),Parque de Atracciones de Madrid,Operating,Intamin,1999,40.4134,-3.748,Steel,1999-05-23,49.7,,3,4.0,
Superman The Ride,Six Flags New England,Operating,Intamin,2000,42.0386,-72.6114,Steel,2000-05-05,77.0,,0,3.6,
Jaguar!,Knott's Berry Farm,Operating,Zierer,1995,33.8458,-117.9992,Steel,1995-06-17,35.0,,0,,10000000.0
Bat (Lagoon),Lagoon Amusement Park,Operating,Vekoma,2005,40.9862,-111.8926,Steel,2005-04-16,,48.6,0,2.2,
Kumali,Flamingo Land,Operating,Vekoma,2006,54.2117,-0.8066,Steel,2006-01-01,54.9,,4,4.7,6000000.0
Storm Chaser (Paultons Park),Paultons Park,Operating,Mack Rides,2021,50.949,-1.5505,Steel,2021-04-12,,,0,,
Flight Deck (Kings Island),Kings Island,Operating,Arrow Dynamics,2008,39.3476,-84.2652,Steel,1993-04-09,51.0,,0,2.9,
The Big One (roller coaster),Blackpool Pleasure Beach,Operating,Arrow Dynamics,1994,53.7892,-3.0553,Steel,1994-05-28,74.0,,0,3.5,12000000.0
Twister (Knoebels Amusement Resort),Knoebels Amusement Resort,Operating,Knoebels Amusement Resort,1999,40.8771,-76.5041,Wood,1999-07-24,51.0,,0,,3000000.0
Adventure Express,Kings Island,Operating,Arrow Dynamics,1991,39.3445,-84.2648,Steel,1991-04-13,35.0,,0,3.8,4000000.0
Tremors (roller coaster),Silverwood Theme Park,Operating,Custom Coasters International,1999,47.9053,-116.7097,Wood,1999-05-15,50.0,,0,2.5,
Outlaw Run,Silver Dollar City,Operating,Rocky Mountain Construction,2013,36.6681,-93.34,Wood,2013-03-15,68.0,,3,,10000000.0
Raptor (Cedar Point),Cedar Point,Operating,Bolliger & Mabillard,1994,41.479,-82.6818,Steel,1994-05-07,57.0,,6,,11500000.0
Cannibal (roller coaster),Lagoon,Operating,Lagoon Corporation,2015,40.9874,-111.8955,Steel,2015-07-02,70.0,,4,4.2,22000000.0
Thunderbird (PowerPark),PowerPark,Operating,Great Coasters International,2006,63.2306,22.8579,Wood,2006-04-29,48.0,,0,,
Ghost Chasers (roller coaster),Movie Park Germany,Operating,Mack Rides,2000,51.6195,6.9765,Steel,2000-01-01,28.0,45.9,0,,
Avalanche (Blackpool Pleasure Beach),Blackpool Pleasure Beach,Operating,Mack Rides,1988,53.7901,-3.0559,Steel,1988-06-22,45.0,,0,,2500000.0
SheiKra,Busch Gardens Tampa Bay,Operating,Bolliger & Mabillard,2005,28.0367,-82.4244,Steel,2005-05-21,70.0,,1,4.0,13500000.0
Roller Coaster (Dam Sen Park),Dam Sen Cultural Park,Operating,Hebei Zhongye Metallurgical Equipment,1998,10.7605,106.6368,Steel,1998-01-01,43.5,78.7,3,3.8,20000000000.0
Pulsar (roller coaster),Walibi Belgium,Operating,Mack Rides,2016,50.6988,4.5903,Steel,2016-06-04,62.8,147.6,0,,8500000.0
Steamin' Demon,Great Escape,Operating,Arrow Dynamics,1984,43.3513,-73.6927,Steel,1984-05-26,45.0,,3,,
The Great Scenic Railway,Luna Park Melbourne,Operating,LaMarcus Thompson,1912,,,Wood,1912-12-01,37.3,52.5,0,,
Sea Dragon (roller coaster),Rides At Adventure Cove,Operating,Philadelphia Toboggan Coasters,1956,40.1544,-83.1203,Wood,1956-01-01,25.0,,0,,
Blue Streak (Cedar Point),Cedar Point,Operating,Philadelphia Toboggan Coasters,1964,41.4799,-82.6826,Wood,1964-05-23,40.0,,0,,200000.0
Le Vampire,La Ronde,Operating,Bolliger & Mabillard,2002,45.5225,-73.5381,Steel,2002-05-18,50.0,,5,4.0,
Racer (1910 roller coaster),Kennywood,Operating,Charlie Mach,1910,40.3869,-79.8619,Wood,1927-01-01,40.0,,0,,75000.0
Adrenaline Peak,Oaks Amusement Park,Operating,Gerstlauer,2018,45.4716,-122.6623,Steel,2018-03-24,45.0,,3,,5000000.0
Vilda Musen,Gröna Lund,Operating,Gerstlauer,2003,59.3231,18.0956,Steel,2003-04-18,34.2,,0,,
The Gauntlet (roller coaster),Magic Springs and Crystal Falls,Operating,Vekoma,2004,38.1941,-85.747,Steel,2004-04-10,49.7,,5,,7000000.0
Woodstock Express (Kings Dominion),Kings Dominion,Operating,Philadelphia Toboggan Coasters,2013,37.8405,-77.4422,Wood,1974-01-01,35.0,,0,,
Silver Bullet (Knott's Berry Farm),Knott's Berry Farm,Operating,Bolliger & Mabillard,2004,33.8444,-117.9997,Steel,2004-12-07,55.0,,6,3.0,16000000.0
Wodan Timbur Coaster,Europa-Park,Operating,Great Coasters International,2012,48.2614,7.7192,Wood,2012-03-31,62.1,,0,3.5,10000000.0
Harley Quinn Crazy Train,Six Flags Great Adventure,Operating,Zierer,1999,40.1348,-74.4397,Steel,1999-01-01,22.4,,0,,
Road Runner Express (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Zamperla,1999,38.1371,-122.2345,Steel,1999-01-01,,,0,,
The Incredible Hulk Coaster,Universal's Islands of Adventure,Operating,Bolliger & Mabillard,1999,28.4712,-81.4684,Steel,1999-05-28,67.0,,7,4.0,
Georgia Scorcher,Six Flags Over Georgia,Operating,Bolliger & Mabillard,1999,33.7703,-84.5506,Steel,1999-05-08,54.0,,2,4.0,
T Express,Everland,Operating,Intamin,2008,37.2898,127.2024,Wood,2008-03-14,64.6,183.8,0,,
Space Mountain (Magic Kingdom),Other,Operating,Arrow Development,1975,28.4192,-81.5772,Steel,1975-01-15,27.0,,0,3.7,
Magnum XL-200,Cedar Point,Operating,Arrow Dynamics,1989,41.4853,-82.6861,Steel,1989-05-06,72.0,,0,,8000000.0
Blue Flyer,Blackpool Pleasure Beach,Operating,,2011,53.7902,-3.0539,Other,1934-01-01,,,0,,
Shockwave (Drayton Manor),Drayton Manor Theme Park,Operating,Intamin,1994,52.6125,-1.7161,Steel,1994-03-26,53.0,,4,4.0,4000000.0
Alpenexpress Enzian,Europa-Park,Operating,Mack Rides,1984,,,Steel,1984-01-01,28.0,19.7,0,,
Kiddy Hawk,Carowinds,Operating,Vekoma,2003,,,Steel,2003-03-22,26.0,,0,2.2,
Millennium Force,Cedar Point,Operating,Intamin,2000,41.4817,-82.6881,Steel,2000-05-13,93.0,,0,4.5,25000000.0
Roller Coaster (Suoi Tien Park),Suoi Tien Amusement Park,Operating,Vekoma,2000,10.8607,106.8044,Steel,2000-01-01,43.5,98.4,0,2.0,30000000000.0
Corkscrew (Cedar Point),Cedar Point,Operating,Arrow Development,1976,41.4836,-82.6853,Steel,1976-05-15,48.0,,3,,1750000.0
Thunderhead (roller coaster),Dollywood,Operating,Great Coasters International,2004,35.7967,-83.5319,Wood,2004-04-03,53.7,,0,,7000000.0
Silver Streak (Canada's Wonderland),Canada's Wonderland,Operating,Vekoma,2001,43.8424,-79.5462,Steel,2001-05-06,26.0,,0,,
Rampage (roller coaster),Alabama Splash Adventure,Operating,Custom Coasters International,1998,33.3792,-86.9969,Wood,1998-05-23,56.0,,0,,4300000.0
Cyclone (Six Flags New England),Six Flags New England,Operating,Rocky Mountain Construction,1983,42.0403,-72.6156,Steel,2015-05-24,55.0,,3,,10000000.0
Hades 360,Mt. Olympus Water & Theme Park,Operating,The Gravity Group,2005,43.617,-89.7893,Wood,2013-05-14,60.0,,1,3.5,
Jet Rescue,Sea World (Australia),Operating,Intamin,2008,-27.9568,153.4261,Steel,2008-12-26,43.5,19.7,0,2.5,
VelociCoaster,Universal's Islands of Adventure,Operating,Intamin,2021,28.4713,-81.472,Steel,2021-06-10,70.0,,4,,
Texas Tornado (roller coaster),Wonderland Park (Texas),Operating,Hopkins Rides,1985,35.2437,-101.8321,Steel,1985-01-01,,,2,,
Ninja (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,Arrow Dynamics,1988,34.4222,-118.5983,Steel,1988-05-21,55.0,,0,2.9,6000000.0
Batwing (roller coaster),Six Flags America,Operating,Vekoma,2001,38.9103,-76.7786,Steel,2001-06-16,50.0,,5,4.3,
Batman: The Ride (Six Flags México),Six Flags Mexico,Operating,Vekoma,2000,19.2952,-99.2065,Steel,2000-04-14,49.7,,5,,
The Comet (Great Escape),Great Escape,Operating,Philadelphia Toboggan Coasters,1994,43.3514,-73.6851,Wood,1948-01-01,55.0,,0,,
Top Gun (Kings Island),Kings Island,Operating,Arrow Dynamics,1993,39.3476,-84.2652,Steel,1993-04-09,51.0,,0,2.9,
Spider (roller coaster),Lagoon,Operating,Maurer AG,2003,40.9844,-111.895,Steel,2003-04-01,37.3,,0,,3000000.0
Backyardigans: Mission to Mars,Movie Park Germany,Operating,Vekoma,1996,51.6198,6.976,Steel,1996-06-30,21.7,27.9,0,,
Leap-The-Dips,Lakemont Park,Operating,Federal Construction Company,1902,,,Wood,1902-01-01,10.0,,0,,
Balder (roller coaster),Liseberg,Operating,Intamin,2003,57.6933,11.9961,Wood,2003-04-12,55.9,118.1,0,,100000000.0
Valkyria (roller coaster),Liseberg,Operating,Bolliger & Mabillard,2018,57.6932,11.9953,Steel,2018-08-10,65.2,,3,,
Jubilee Odyssey,Fantasy Island (UK amusement park),Operating,Vekoma,2002,53.1922,0.3461,Steel,2002-05-23,63.0,,5,4.8,28000000.0
Dragon Mountain,Marineland of Canada,Operating,Arrow Huss,1983,43.0613,-79.0804,Steel,1983-07-16,50.0,,4,,9000000.0
Steel Venom (Valleyfair),Valleyfair,Operating,Intamin,2003,44.7978,-93.4517,Steel,2003-05-17,68.0,,0,,8500000.0
Runaway Mine Train (Six Flags Great Adventure),"Jackson, New Jersey, United States",Operating,,1974,40.1377,-74.4405,Other,,,,0,,
Wile E. Coyote's Grand Canyon Blaster,"Arlington, Texas, U.S.",Operating,,2001,32.7557,-97.0702,Other,,,,0,,
Vortex (Canada's Wonderland),Canada's Wonderland,Operating,Arrow Dynamics,1991,43.8419,-79.5435,Steel,1991-05-12,55.0,91.2,0,,
Mini Mine Train (Six Flags Over Texas),"Arlington, Texas, U.S.",Operating,,1969,32.7557,-97.0702,Other,,,,0,,
Tom & Jerry (roller coaster),Parque Warner Madrid,Operating,Zierer,2002,40.2298,-3.5961,Steel,2002-04-06,22.0,,0,,
Turbulence (roller coaster),Adventureland (New York),Operating,Mack Rides,2015,40.7525,-73.4197,Steel,2015-05-22,40.0,,0,,5000000.0
Wilderness Run (Carowinds),Carowinds,Operating,E&F Miler Industries,1998,35.1011,-80.9388,Steel,1998-01-01,15.0,,0,,
Superman: Krypton Coaster,Six Flags Fiesta Texas,Operating,Bolliger & Mabillard,2000,29.5952,-98.61,Steel,2000-03-11,70.0,,6,3.8,20000000.0
Zipper Dipper,Blackpool Pleasure Beach,Operating,,1934,53.7902,-3.0539,Other,1934-01-01,,,0,,
Wildcat (Hersheypark),Hersheypark,Operating,Great Coasters International,1996,40.2925,-76.6558,Wood,1996-05-26,50.0,,0,3.5,5000000.0
Big Dipper (Camden Park),Camden Park,Operating,National Amusement Devices,1958,,,Other,1958-01-01,,,0,,
Tantrum (roller coaster),Six Flags Darien Lake,Operating,Gerstlauer,2018,42.9294,-78.3849,Steel,2018-05-25,52.8,,3,,
Talon (roller coaster),Dorney Park & Wildwater Kingdom,Operating,Bolliger & Mabillard,2001,40.579,-75.53,Steel,2001-05-05,58.0,,4,4.5,13000000.0
Galactica (roller coaster),Alton Towers,Operating,Bolliger & Mabillard,2002,52.9859,-1.8821,Steel,2002-03-16,46.6,65.6,2,3.5,12000000.0
Wood Coaster (Mountain Flyer),OCT East,Operating,Great Coasters International,2011,22.6145,114.2968,Wood,2011-07-19,61.2,,0,,90000000.0
Swamp Thing (Wild Adventures),Wild Adventures,Operating,Vekoma,2003,30.7196,-83.3217,Steel,2003-01-01,26.0,,0,2.2,
Mad Mouse (Michigan's Adventure),Michigan's Adventure,Operating,Arrow Dynamics,1999,43.3474,-86.2789,Steel,1999-08-07,33.0,,0,,2000000.0
Dragon Slayer (roller coaster),Adventureland (Iowa),Operating,S&S - Sansei Technologies,2021,41.651,-93.5024,Steel,2021-05-29,34.0,,0,,7000000.0
Megafobia,Oakwood Theme Park,Operating,Custom Coasters International,1996,51.7807,-4.8056,Wood,1996-04-30,48.0,,0,2.75,
Santa Monica West Coaster,Pacific Park,Operating,D. H. Morgan Manufacturing,1996,,,Steel,1996-05-25,35.0,,0,,
Indiana Jones et le Temple du Péril,Disneyland Park (Paris),Operating,Intamin,1993,,,Steel,1993-07-30,36.0,,1,,
Afterburn (roller coaster),Carowinds,Operating,Bolliger & Mabillard,1999,35.1003,-80.9409,Steel,1999-03-20,62.0,,6,,10500000.0
Prowler (roller coaster),Worlds of Fun,Operating,Great Coasters International,2009,39.1744,-94.4837,Wood,2009-05-02,51.2,,0,,8000000.0
The Howler,Holiday World & Splashin' Safari,Operating,Zamperla,1999,38.1189,-86.9103,Steel,1999-05-08,16.0,,0,,
The Great White (Morey's Piers),Morey's Piers,Operating,Custom Coasters International,1996,38.9865,-74.8107,Wood,1996-06-10,50.0,,0,,5500000.0
The Joker Funhouse Coaster,Six Flags Over Georgia,Operating,Chance Manufacturing,2004,33.7678,-84.551,Steel,2004-09-04,30.0,,0,,
Ravine Flyer III,Waldameer Park,Operating,E&F Miler Industries,2000,42.109,-80.1565,Steel,2000-01-01,,,0,,
Vapor Trail (roller coaster),Sesame Place,Operating,Vekoma,1998,40.1852,-74.8725,Steel,1998-06-01,27.0,,0,,
Green Lantern Coaster,Warner Bros. Movie World,Operating,S&S – Sansei Technologies,2011,-27.9073,153.3136,Steel,2011-12-23,41.0,108.3,2,3.5,
Superman: La Atracción de Acero,Parque Warner Madrid,Operating,Bolliger & Mabillard,2002,40.2277,-3.5906,Steel,2002-04-06,62.1,,7,,
Wolverine Wildcat,Michigan's Adventure,Operating,Dinn Corporation,1988,43.3436,-86.2775,Wood,1988-05-18,55.0,,0,,
Fairly Odd Coaster,Nickelodeon Universe,Operating,Gerstlauer,2004,44.8542,-93.2422,Steel,2004-03-15,31.0,,0,3.2,
Rewind Racers,Adventure City,Operating,Gerstlauer,2015,33.8151,-117.993,Steel,2015-06-06,31.1,,0,,2000000.0
Roller Coaster (Lagoon),Lagoon Amusement Park,Operating,,1921,40.9849,-111.8951,Wood,1921-07-15,45.0,62.0,0,,
Iron Shark,Galveston Island Historic Pleasure Pier,Operating,Gerstlauer,2012,29.2858,-94.7895,Steel,2012-06-01,52.0,,4,,
Goliath (Walibi Holland),Walibi Holland,Operating,Intamin,2002,52.4386,5.7614,Steel,2002-03-29,65.9,154.8,0,,
Space Mountain (Disneyland),Disneyland,Operating,Arrow Development (1977–2003)Dynamic Structures (2005–present)]],1977,33.811,-117.9174,Steel,1977-05-27,35.0,,0,,
Racer 75,Other,Operating,Philadelphia Toboggan Coasters,1975,37.8371,-77.4449,Wood,1975-05-03,56.0,,0,4.2,
Flying Fish (roller coaster),Thorpe Park,Operating,Mack Rides,1984,51.4052,-0.5139,Steel,1984-01-01,16.8,,0,2.1,1000000.0
Winja's Fear & Force,Other,Operating,Maurer AG,2002,50.8002,6.8777,Steel,2002-03-30,37.2,,0,,
West Coast Racers,Six Flags Magic Mountain,Operating,Premier Rides,2020,34.4217,-118.5992,Steel,2020-01-09,55.0,,4,,
The Voyage (roller coaster),Holiday World & Splashin' Safari,Operating,The Gravity Group,2006,38.1213,-86.9115,Wood,2006-05-06,67.0,,0,,6500000.0
Takabisha,Fuji-Q Highland,Operating,Gerstlauer,2011,35.4853,138.78,Steel,2011-07-16,62.1,141.1,7,,
Svalbard Ekspressen,Kongeparken,Operating,Vekoma,2000,58.7801,5.8405,Steel,2000-01-01,21.7,,0,,
Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,Operating,Intamin,2017,29.4553,-98.6961,Steel,2017-06-16,44.0,,0,,18000000.0
Fury (roller coaster),Bobbejaanland,Operating,Gerstlauer,2019,51.1993,4.909,Steel,2019-06-24,66.2,141.1,2,,
T2 (roller coaster),Kentucky Kingdom,Operating,Vekoma,1995,38.1941,-85.747,Steel,1995-04-08,49.7,,5,,
Cornball Express,Indiana Beach,Operating,Custom Coasters International,2001,40.7898,-86.771,Wood,2001-05-18,45.0,,0,4.7,
Xcelerator,Knott's Berry Farm,Operating,Intamin,2002,33.8458,-118.0008,Steel,2002-06-22,82.0,,0,,13000000.0
Diamondback (Kings Island),Kings Island,Operating,Bolliger & Mabillard,2009,39.3421,-84.2674,Other,2009-04-18,80.0,,0,4.2,22000000.0
Kirnu,Linnanmäki,Operating,Intamin,2007,60.1883,24.94,Steel,2007-04-27,37.0,,0,2.6,
The Raven (roller coaster),Holiday World & Splashin' Safari,Operating,Custom Coasters International,1995,38.1194,-86.9152,Wood,1995-05-06,50.0,,0,,2000000.0
OzIris,Parc Astérix,Operating,Bolliger & Mabillard,2012,49.1342,2.5663,Steel,2012-04-07,56.0,,5,,
Cobra's Curse,Busch Gardens Tampa Bay,Operating,Mack Rides,2016,,,Steel,2016-06-17,40.0,,0,,
Golden Wings in Snowfield,Happy Valley Beijing,Operating,Vekoma,2006,39.865,116.4846,Steel,2006-07-09,53.7,,4,,
Surfrider,Wet'n'Wild Gold Coast,Operating,Intamin,2007,-27.9143,153.3164,Steel,2007-09-01,,98.4,0,,
Stealth (roller coaster),Thorpe Park,Operating,Intamin,2006,51.405,-0.5153,Steel,2006-03-15,80.0,205.1,0,,12000000.0
Furius Baco,PortAventura Park,Operating,Intamin,2007,41.0847,1.1564,Steel,2007-06-05,83.9,,1,4.7,15000000.0
Exterminator (roller coaster),Kennywood,Operating,Reverchon Industries,1999,40.3894,-79.8677,Steel,1999-04-18,29.1,,0,2.5,
The Grizzly,California's Great America,Operating,Kings Island,1986,37.393,-121.9714,Wood,1986-01-01,55.0,,0,,
Goliath (La Ronde),La Ronde,Operating,Bolliger & Mabillard,2006,45.5278,-73.5363,Steel,2006-05-13,68.4,,0,,18700000.0
Time Traveler (roller coaster),Silver Dollar City,Operating,Mack Rides,2018,36.669,-93.3377,Steel,2018-03-14,50.3,,3,,26000000.0
Octonauts Rollercoaster Adventure,Alton Towers,Operating,Zamperla,2015,,,Steel,2015-03-21,,,0,,
Icon (roller coaster),Blackpool Pleasure Beach,Operating,Mack Rides,2018,53.7903,-3.0556,Steel,2018-05-25,52.8,,1,4.3,16250000.0
Flying Ace Aerial Chase,Kings Island,Operating,Vekoma,2001,,,Steel,2001-01-01,26.0,,0,2.2,
California Screamin',Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,,60000000.0
Timber Terror,Silverwood Theme Park,Operating,Custom Coasters International,1996,47.9044,-116.7094,Wood,1996-01-01,55.0,,0,,
Grover's Alpine Express,Busch Gardens Williamsburg,Operating,Zierer,2009,37.2361,-76.6444,Steel,2009-04-03,26.5,,0,,
Jupiter (roller coaster),Kijima Kogen,Operating,Intamin,1992,33.2617,131.4281,Wood,1992-01-01,56.5,137.8,0,,2500000000.0
Desmo Race,Other,Operating,Maurer AG,2019,44.3389,12.2636,Steel,2019-07-25,49.7,,0,1.2,
Montezum,Hopi Hari,Operating,Roller Coaster Corporation of America,1999,-23.0987,-47.0109,Wood,1999-01-01,64.0,,0,,
Excalibur (Valleyfair),Valleyfair,Operating,Arrow Dynamics,1989,44.7995,-93.462,Steel,1989-01-01,54.5,,0,3.6,3000000.0
Apocalypse: The Ride,Six Flags Magic Mountain,Operating,Great Coasters International,2009,34.4213,-118.5998,Wood,2009-05-23,50.1,,0,,10000000.0
Trailblazer (roller coaster),Hersheypark,Operating,Arrow Development,1974,40.2892,-76.6535,Steel,1974-05-14,35.0,,0,,
Woodstock Express (Dorney Park),Dorney Park & Wildwater Kingdom,Operating,Zamperla,2000,40.5793,-75.5326,Steel,2000-05-05,13.0,,0,,
Mystic (roller coaster),Walibi Rhône-Alpes,Operating,Gerstlauer,2019,45.62,5.5715,Steel,2019-05-30,52.8,,3,,6000000.0
Zadra (roller coaster),Energylandia,Operating,Rocky Mountain Construction,2019,50.0019,19.4031,Other,2019-08-22,75.2,206.0,3,4.0,
Texas Giant,Six Flags Over Texas,Operating,Rocky Mountain Construction,1990,32.7564,-97.0731,Steel,2011-04-22,65.0,,0,4.2,10000000.0
BomBora (Lagoon),Lagoon,Operating,Lagoon,2011,40.9855,-111.8923,Steel,2011-04-02,31.0,,0,,
Bizarro (roller coaster),Six Flags Great Adventure,Operating,Bolliger & Mabillard,1999,40.1382,-74.4323,Steel,1999-04-02,61.0,,7,4.0,15000000.0
Scenic Railway (roller coaster),Dreamland Margate,Operating,,1920,51.3853,1.3775,Wood,1920-07-03,35.0,,0,,
Time Warp (roller coaster),Canada's Wonderland,Operating,Zamperla,2004,43.8408,-79.5396,Steel,2004-05-02,25.7,50.2,2,,
Cyclops (roller coaster),Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,1995,43.6161,-89.7897,Wood,1995-01-01,58.0,,0,4.2,7000000.0
Incredicoaster,Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,,60000000.0
Scooby-Doo (Carowinds),Carowinds,Operating,Philadelphia Toboggan Coasters,1975,35.101,-80.9394,Wood,1975-01-01,36.0,,0,,
ISpeed,Mirabilandia,Operating,Intamin,2009,,,Steel,2009-05-20,74.6,,2,,15000000.0
